"Date";"Significant height (cm)";"Significant period (sec)";"EN (22+ cm2)";"EN (20 cm2)";"EN (17 cm2)";"EN (15 cm2)";"EN (13 cm2)";"EN (11 cm2)";"EN (9 cm2)";"EN (7 cm2)";"EN (5 cm2)";"EN (3 cm2)"
"2016-10-24 04:46:00";"144";"7";"0";"0";"0";"129";"0";"0";"326";"673";"177";"0"
"2016-10-24 05:46:00";"162";"10";"1";"0";"0";"204";"0";"0";"753";"631";"50";"0"
"2016-10-24 06:46:00";"103";"10";"0";"0";"0";"10";"0";"0";"321";"210";"124";"0"
"2016-10-24 07:46:00";"150";"7";"0";"0";"0";"103";"0";"0";"301";"867";"127";"0"
"2016-10-24 08:46:00";"121";"10";"0";"0";"0";"141";"0";"0";"490";"244";"38";"0"
"2016-10-24 09:46:00";"152";"10";"1";"0";"0";"163";"0";"0";"848";"112";"311";"0"
"2016-10-24 10:46:00";"111";"10";"0";"0";"0";"169";"0";"0";"301";"186";"110";"0"
"2016-10-24 11:46:00";"100";"10";"0";"0";"0";"43";"0";"0";"255";"193";"140";"0"
"2016-10-24 12:46:00";"142";"10";"1";"0";"0";"145";"0";"0";"737";"293";"80";"0"
"2016-10-24 13:46:00";"100";"10";"0";"0";"0";"8";"0";"0";"488";"104";"24";"0"
"2016-10-24 14:46:00";"95";"7";"0";"0";"0";"20";"0";"0";"114";"371";"54";"0"
"2016-10-24 15:46:00";"116";"10";"0";"0";"0";"64";"0";"0";"375";"273";"130";"0"
"2016-10-24 16:46:00";"153";"10";"0";"0";"0";"210";"0";"0";"577";"496";"183";"0"
"2016-10-24 17:46:00";"124";"10";"0";"0";"0";"117";"0";"0";"416";"169";"253";"0"
"2016-10-24 18:46:00";"125";"10";"0";"0";"0";"58";"0";"0";"649";"122";"152";"0"
"2016-10-24 19:46:00";"126";"10";"0";"0";"0";"90";"0";"0";"412";"406";"76";"0"
"2016-10-24 20:46:00";"106";"10";"1";"0";"0";"101";"0";"0";"409";"101";"96";"0"
"2016-10-24 21:46:00";"142";"10";"1";"0";"0";"121";"0";"0";"511";"207";"413";"0"
"2016-10-24 22:46:00";"72";"10";"0";"0";"0";"54";"0";"0";"98";"75";"93";"0"
"2016-10-24 23:46:00";"104";"10";"0";"0";"0";"191";"0";"0";"231";"213";"44";"0"
"2016-10-25 00:46:00";"155";"10";"0";"0";"0";"143";"0";"0";"511";"460";"379";"0"
"2016-10-25 01:46:00";"105";"7";"0";"0";"0";"52";"0";"0";"83";"518";"39";"0"
"2016-10-25 02:46:00";"109";"10";"0";"0";"0";"71";"0";"0";"310";"208";"153";"0"
"2016-10-25 03:46:00";"146";"10";"0";"0";"0";"48";"0";"0";"1015";"77";"187";"0"
"2016-10-25 04:46:00";"127";"10";"0";"0";"0";"78";"0";"0";"503";"81";"341";"0"
"2016-10-25 05:46:00";"103";"6";"1";"0";"0";"23";"0";"0";"31";"154";"459";"0"
"2016-10-25 06:46:00";"93";"7";"0";"0";"0";"23";"0";"0";"153";"235";"127";"0"
"2016-10-25 07:46:00";"83";"10";"0";"0";"0";"58";"0";"0";"191";"116";"69";"0"
"2016-10-25 08:46:00";"91";"10";"0";"0";"0";"9";"0";"0";"185";"152";"174";"0"
"2016-10-25 09:46:00";"107";"7";"0";"0";"0";"65";"0";"0";"225";"249";"180";"0"
"2016-10-25 10:46:00";"95";"10";"0";"0";"0";"73";"0";"0";"397";"49";"43";"0"
"2016-10-25 11:46:00";"99";"7";"0";"0";"0";"51";"0";"0";"152";"262";"149";"0"
"2016-10-25 12:46:00";"89";"10";"0";"0";"0";"67";"0";"0";"235";"104";"86";"0"
"2016-10-25 13:46:00";"109";"10";"0";"0";"0";"32";"0";"0";"418";"245";"53";"0"
"2016-10-25 14:46:00";"152";"10";"0";"0";"0";"115";"0";"0";"872";"435";"15";"0"
"2016-10-25 15:46:00";"72";"7";"0";"0";"0";"14";"0";"0";"42";"190";"80";"0"
"2016-10-25 16:46:00";"82";"7";"0";"0";"0";"18";"0";"0";"122";"225";"54";"0"
"2016-10-25 17:46:00";"116";"7";"0";"0";"0";"225";"0";"0";"213";"368";"37";"0"
"2016-10-25 18:46:00";"71";"7";"0";"0";"0";"17";"0";"0";"99";"147";"55";"0"
"2016-10-25 19:46:00";"93";"16";"0";"0";"0";"216";"0";"0";"206";"41";"83";"0"
"2016-10-25 20:46:00";"93";"16";"0";"0";"0";"296";"0";"0";"48";"171";"27";"0"
"2016-10-25 21:46:00";"62";"16";"0";"0";"0";"83";"0";"0";"75";"47";"36";"0"
"2016-10-25 22:46:00";"139";"10";"0";"0";"0";"75";"0";"0";"989";"86";"50";"0"
"2016-10-25 23:46:00";"108";"10";"0";"0";"0";"60";"0";"0";"433";"218";"15";"0"
"2016-10-26 00:46:00";"66";"10";"0";"0";"0";"27";"0";"0";"204";"33";"7";"0"
"2016-10-26 01:46:00";"76";"7";"0";"0";"0";"109";"0";"0";"99";"133";"15";"0"
"2016-10-26 02:46:00";"95";"10";"0";"0";"0";"152";"0";"0";"248";"101";"60";"0"
"2016-10-26 03:46:00";"75";"7";"0";"0";"0";"9";"0";"0";"85";"245";"13";"0"
"2016-10-26 04:46:00";"51";"16";"0";"0";"0";"70";"0";"0";"41";"32";"23";"0"
"2016-10-26 05:46:00";"71";"10";"0";"0";"0";"48";"0";"0";"186";"65";"12";"0"
"2016-10-26 06:46:00";"96";"10";"0";"0";"0";"61";"0";"0";"419";"56";"36";"0"
"2016-10-26 07:46:00";"75";"10";"0";"0";"0";"74";"0";"0";"186";"57";"33";"0"
"2016-10-26 08:46:00";"52";"10";"1";"0";"0";"28";"0";"0";"64";"55";"21";"0"
"2016-10-26 09:46:00";"56";"10";"0";"0";"0";"30";"0";"0";"97";"39";"27";"0"
"2016-10-26 10:46:00";"96";"10";"1";"0";"0";"42";"0";"0";"396";"51";"90";"0"
"2016-10-26 11:46:00";"80";"10";"1";"0";"0";"75";"0";"0";"201";"45";"77";"0"
"2016-10-26 12:46:00";"74";"10";"0";"0";"0";"115";"0";"0";"174";"25";"26";"0"
"2016-10-26 13:46:00";"56";"6";"0";"0";"0";"24";"0";"0";"40";"57";"75";"0"
"2016-10-26 14:46:00";"86";"10";"0";"0";"0";"160";"0";"0";"191";"21";"93";"0"
"2016-10-26 15:46:00";"82";"6";"0";"0";"0";"129";"0";"0";"86";"42";"159";"0"
"2016-10-26 16:46:00";"105";"10";"1";"0";"0";"61";"0";"0";"360";"106";"162";"0"
"2016-10-26 17:46:00";"116";"6";"1";"0";"0";"219";"0";"0";"241";"69";"308";"0"
"2016-10-26 18:46:00";"126";"6";"0";"0";"0";"86";"0";"0";"342";"169";"402";"0"
"2016-10-26 19:46:00";"97";"6";"0";"0";"0";"11";"0";"0";"121";"129";"329";"0"
"2016-10-26 20:46:00";"118";"10";"0";"0";"0";"173";"0";"0";"436";"67";"190";"0"
"2016-10-26 21:46:00";"113";"10";"0";"0";"0";"140";"0";"0";"347";"83";"235";"0"
"2016-10-26 22:46:00";"129";"16";"0";"0";"0";"720";"0";"0";"84";"92";"147";"0"
"2016-10-26 23:46:00";"163";"6";"0";"0";"0";"281";"0";"0";"53";"586";"734";"0"
"2016-10-27 00:46:00";"151";"6";"1";"0";"0";"454";"0";"0";"174";"52";"746";"0"
"2016-10-27 01:46:00";"124";"10";"0";"0";"0";"60";"0";"0";"472";"155";"266";"0"
"2016-10-27 02:46:00";"101";"7";"0";"0";"0";"91";"0";"0";"222";"267";"62";"0"
"2016-10-27 03:46:00";"87";"6";"0";"0";"0";"91";"0";"0";"24";"152";"205";"0"
"2016-10-27 04:46:00";"119";"7";"0";"0";"0";"70";"0";"0";"337";"363";"112";"0"
"2016-10-27 05:46:00";"115";"10";"0";"0";"0";"64";"0";"0";"350";"282";"133";"0"
"2016-10-27 06:46:00";"173";"10";"1";"0";"0";"140";"0";"0";"779";"713";"234";"0"
"2016-10-27 07:46:00";"172";"10";"0";"0";"0";"332";"0";"0";"973";"151";"401";"0"
"2016-10-27 08:46:00";"144";"10";"0";"0";"0";"154";"0";"0";"580";"329";"231";"0"
"2016-10-27 09:46:00";"168";"6";"0";"0";"0";"55";"0";"0";"279";"196";"1230";"0"
"2016-10-27 10:46:00";"191";"7";"0";"0";"0";"360";"0";"0";"374";"1052";"488";"0"
"2016-10-27 11:46:00";"135";"6";"0";"0";"0";"115";"0";"0";"375";"252";"403";"0"
"2016-10-27 12:46:00";"211";"7";"1";"0";"0";"252";"0";"0";"413";"1363";"756";"0"
"2016-10-27 13:46:00";"144";"7";"0";"0";"0";"45";"0";"0";"216";"778";"256";"0"
"2016-10-27 14:46:00";"134";"7";"0";"0";"0";"221";"0";"0";"179";"485";"238";"0"
"2016-10-27 15:46:00";"162";"7";"0";"0";"0";"42";"0";"0";"354";"823";"425";"0"
"2016-10-27 16:46:00";"158";"16";"0";"0";"0";"582";"0";"0";"281";"364";"324";"0"
"2016-10-27 17:46:00";"131";"10";"0";"0";"0";"73";"0";"0";"473";"205";"318";"0"
"2016-10-27 18:46:00";"153";"7";"0";"0";"0";"40";"0";"0";"100";"960";"366";"0"
"2016-10-27 19:46:00";"101";"7";"0";"0";"0";"73";"0";"0";"222";"273";"71";"0"
"2016-10-27 20:46:00";"155";"7";"0";"0";"0";"157";"0";"0";"268";"779";"289";"0"
"2016-10-27 21:46:00";"126";"6";"0";"0";"0";"150";"0";"0";"164";"266";"418";"0"
"2016-10-27 22:46:00";"168";"7";"1";"0";"0";"90";"0";"0";"301";"885";"486";"0"
"2016-10-27 23:46:00";"139";"7";"0";"0";"0";"69";"0";"0";"228";"842";"74";"0"
"2016-10-28 00:46:00";"168";"6";"0";"0";"0";"124";"0";"0";"546";"385";"709";"0"
"2016-10-28 01:46:00";"152";"7";"0";"0";"0";"258";"0";"0";"338";"717";"134";"0"
"2016-10-28 02:46:00";"122";"7";"0";"0";"0";"89";"0";"0";"237";"536";"71";"0"
"2016-10-28 03:46:00";"142";"10";"0";"0";"0";"78";"0";"0";"608";"281";"291";"0"
"2016-10-28 04:46:00";"197";"10";"0";"0";"0";"368";"0";"0";"1325";"366";"355";"0"
"2016-10-28 05:46:00";"138";"10";"0";"0";"0";"45";"0";"0";"624";"475";"53";"0"
"2016-10-28 06:46:00";"115";"10";"0";"0";"0";"212";"0";"0";"433";"78";"106";"0"
"2016-10-28 07:46:00";"113";"10";"1";"0";"0";"90";"0";"0";"311";"200";"200";"0"
"2016-10-28 08:46:00";"141";"7";"0";"0";"0";"39";"0";"0";"192";"512";"499";"0"
"2016-10-28 09:46:00";"100";"10";"0";"0";"0";"103";"0";"0";"317";"91";"118";"0"
"2016-10-28 10:46:00";"125";"6";"0";"0";"0";"102";"0";"0";"123";"281";"477";"0"
"2016-10-28 11:46:00";"152";"7";"0";"0";"0";"44";"0";"0";"562";"635";"198";"0"
"2016-10-28 12:46:00";"141";"10";"0";"0";"0";"113";"0";"0";"663";"345";"120";"0"
"2016-10-28 13:46:00";"126";"7";"0";"0";"0";"94";"0";"0";"212";"657";"22";"0"
"2016-10-28 14:46:00";"122";"10";"0";"0";"0";"146";"0";"0";"435";"240";"114";"0"
"2016-10-28 15:46:00";"119";"10";"0";"0";"0";"132";"0";"0";"427";"172";"149";"0"
"2016-10-28 16:46:00";"134";"7";"1";"0";"0";"132";"0";"0";"469";"486";"30";"0"
"2016-10-28 17:46:00";"88";"10";"1";"0";"0";"41";"0";"0";"240";"130";"74";"0"
"2016-10-28 18:46:00";"156";"7";"0";"0";"0";"230";"0";"0";"422";"631";"239";"0"
"2016-10-28 19:46:00";"148";"7";"1";"0";"0";"373";"0";"0";"269";"662";"56";"0"
"2016-10-28 20:46:00";"171";"10";"0";"0";"0";"518";"0";"0";"929";"275";"106";"0"
"2016-10-28 21:46:00";"122";"10";"1";"0";"0";"57";"0";"0";"523";"283";"61";"0"
"2016-10-28 22:46:00";"104";"7";"1";"0";"0";"61";"0";"0";"178";"409";"34";"0"
"2016-10-28 23:46:00";"131";"10";"1";"0";"0";"148";"0";"0";"684";"88";"147";"0"
"2016-10-29 00:46:00";"257";"10";"1";"0";"0";"369";"0";"0";"3539";"171";"43";"0"
"2016-10-29 01:46:00";"142";"10";"2";"0";"0";"177";"0";"0";"816";"204";"56";"0"
"2016-10-29 02:46:00";"194";"10";"1";"0";"0";"161";"0";"0";"1312";"797";"85";"0"
"2016-10-29 03:46:00";"125";"10";"1";"0";"0";"36";"0";"0";"662";"178";"101";"0"
"2016-10-29 04:46:00";"249";"10";"1";"0";"0";"178";"0";"0";"2299";"1066";"319";"0"
"2016-10-29 05:46:00";"158";"10";"1";"0";"0";"189";"0";"0";"1054";"271";"51";"0"
"2016-10-29 06:46:00";"166";"10";"1";"0";"0";"365";"0";"0";"1104";"191";"51";"0"
"2016-10-29 07:46:00";"197";"10";"1";"0";"0";"328";"0";"0";"1261";"750";"90";"0"
"2016-10-29 08:46:00";"240";"10";"1";"0";"0";"336";"0";"0";"2506";"334";"414";"0"
"2016-10-29 09:46:00";"218";"10";"1";"0";"0";"561";"0";"0";"1695";"205";"507";"0"
"2016-10-29 10:46:00";"257";"10";"1";"0";"0";"409";"0";"0";"2434";"1072";"222";"0"
"2016-10-29 11:46:00";"193";"10";"0";"0";"0";"639";"0";"0";"685";"618";"381";"0"
"2016-10-29 12:46:00";"157";"6";"1";"0";"0";"154";"0";"0";"292";"368";"736";"0"
"2016-10-29 13:46:00";"169";"10";"1";"0";"0";"417";"0";"0";"909";"288";"179";"0"
"2016-10-29 14:46:00";"301";"10";"2";"0";"0";"909";"0";"0";"3934";"630";"196";"0"
"2016-10-29 15:46:00";"197";"7";"1";"0";"0";"119";"0";"0";"540";"992";"765";"0"
"2016-10-29 16:46:00";"277";"10";"2";"0";"0";"349";"0";"0";"2173";"2066";"209";"0"
"2016-10-29 17:46:00";"191";"10";"1";"0";"0";"69";"0";"0";"1881";"167";"160";"0"
"2016-10-29 18:46:00";"139";"10";"3";"0";"0";"86";"0";"0";"717";"249";"153";"0"
"2016-10-29 19:46:00";"153";"10";"0";"0";"0";"115";"0";"0";"1117";"60";"162";"0"
"2016-10-29 20:46:00";"229";"10";"1";"0";"0";"106";"0";"0";"1897";"867";"399";"0"
"2016-10-29 21:46:00";"154";"10";"1";"0";"0";"244";"0";"0";"801";"351";"80";"0"
"2016-10-29 22:46:00";"164";"7";"1";"0";"0";"106";"0";"0";"606";"849";"115";"0"
"2016-10-29 23:46:00";"163";"10";"1";"0";"0";"115";"0";"0";"1054";"380";"105";"0"
"2016-10-30 00:46:00";"148";"6";"1";"0";"0";"71";"0";"0";"452";"83";"767";"0"
"2016-10-30 01:46:00";"153";"10";"1";"0";"0";"90";"0";"0";"1132";"187";"44";"0"
"2016-10-30 02:46:00";"172";"10";"1";"0";"0";"84";"0";"0";"909";"693";"167";"0"
"2016-10-30 03:46:00";"140";"10";"0";"0";"0";"235";"0";"0";"556";"384";"45";"0"
"2016-10-30 04:46:00";"109";"7";"2";"0";"0";"183";"0";"0";"149";"374";"34";"0"
"2016-10-30 05:46:00";"144";"7";"1";"0";"0";"71";"0";"0";"405";"639";"183";"0"
"2016-10-30 06:46:00";"148";"10";"0";"0";"0";"99";"0";"0";"775";"245";"250";"0"
"2016-10-30 07:46:00";"120";"10";"2";"0";"0";"27";"0";"0";"317";"275";"280";"0"
"2016-10-30 08:46:00";"128";"10";"1";"0";"0";"334";"0";"0";"422";"144";"126";"0"
"2016-10-30 09:46:00";"155";"10";"1";"0";"0";"479";"0";"0";"813";"155";"52";"0"
"2016-10-30 10:46:00";"131";"10";"1";"0";"0";"32";"0";"0";"644";"315";"74";"0"
"2016-10-30 11:46:00";"127";"10";"1";"0";"0";"189";"0";"0";"432";"195";"193";"0"
"2016-10-30 12:46:00";"145";"10";"1";"0";"0";"292";"0";"0";"430";"376";"209";"0"
"2016-10-30 13:46:00";"232";"10";"3";"0";"0";"418";"0";"0";"2561";"287";"85";"0"
"2016-10-30 14:46:00";"128";"7";"1";"0";"0";"216";"0";"0";"343";"388";"80";"0"
"2016-10-30 15:46:00";"121";"10";"3";"0";"0";"149";"0";"0";"395";"244";"117";"0"
"2016-10-30 16:46:00";"135";"10";"1";"0";"0";"120";"0";"0";"603";"318";"95";"0"
"2016-10-30 17:46:00";"182";"10";"1";"0";"0";"165";"0";"0";"1505";"339";"64";"0"
"2016-10-30 18:46:00";"128";"10";"1";"0";"0";"76";"0";"0";"617";"283";"44";"0"
"2016-10-30 19:46:00";"126";"10";"0";"0";"0";"130";"0";"0";"468";"379";"17";"0"
"2016-10-30 20:46:00";"155";"10";"1";"0";"0";"368";"0";"0";"628";"313";"192";"0"
"2016-10-30 21:46:00";"142";"10";"0";"0";"0";"111";"0";"0";"852";"119";"173";"0"
"2016-10-30 22:46:00";"190";"10";"2";"0";"0";"160";"0";"0";"1900";"152";"34";"0"
"2016-10-30 23:46:00";"118";"10";"2";"0";"0";"51";"0";"0";"535";"175";"111";"0"
"2016-10-31 00:46:00";"107";"10";"1";"0";"0";"25";"0";"0";"378";"213";"93";"0"
"2016-10-31 01:46:00";"175";"7";"2";"0";"0";"147";"0";"0";"598";"1031";"144";"0"
"2016-10-31 02:46:00";"219";"10";"2";"0";"0";"512";"0";"0";"1241";"1058";"173";"0"
"2016-10-31 03:46:00";"115";"10";"2";"0";"0";"30";"0";"0";"532";"188";"76";"0"
"2016-10-31 04:46:00";"249";"7";"2";"0";"0";"248";"0";"0";"1438";"2106";"85";"0"
"2016-10-31 05:46:00";"121";"7";"1";"0";"0";"84";"0";"0";"207";"434";"185";"0"
"2016-10-31 06:46:00";"158";"7";"1";"0";"0";"144";"0";"0";"374";"714";"329";"0"
"2016-10-31 07:46:00";"94";"10";"1";"0";"0";"24";"0";"0";"341";"146";"38";"0"
"2016-10-31 08:46:00";"102";"7";"1";"0";"0";"31";"0";"0";"83";"362";"179";"0"
"2016-10-31 09:46:00";"173";"10";"0";"0";"0";"166";"0";"0";"1033";"488";"186";"0"
"2016-10-31 10:46:00";"123";"10";"1";"0";"0";"163";"0";"0";"459";"165";"157";"0"
"2016-10-31 11:46:00";"124";"10";"1";"0";"0";"19";"0";"0";"389";"214";"332";"0"
"2016-10-31 12:46:00";"101";"10";"1";"0";"0";"54";"0";"0";"289";"111";"177";"0"
"2016-10-31 13:46:00";"142";"10";"1";"0";"0";"68";"0";"0";"684";"408";"95";"0"
"2016-10-31 14:46:00";"83";"16";"1";"0";"0";"167";"0";"0";"140";"73";"54";"0"
"2016-10-31 15:46:00";"122";"6";"1";"0";"0";"85";"0";"0";"377";"62";"402";"0"
"2016-10-31 16:46:00";"91";"10";"0";"0";"0";"60";"0";"0";"290";"92";"71";"0"
"2016-10-31 17:46:00";"120";"10";"0";"0";"0";"165";"0";"0";"350";"268";"119";"0"
"2016-10-31 18:46:00";"116";"10";"0";"0";"0";"202";"0";"0";"502";"100";"29";"0"
"2016-10-31 19:46:00";"110";"10";"0";"0";"0";"50";"0";"0";"445";"232";"34";"0"
"2016-10-31 20:46:00";"165";"10";"0";"0";"0";"172";"0";"0";"931";"369";"234";"0"
"2016-10-31 21:46:00";"127";"6";"1";"0";"0";"21";"0";"0";"307";"147";"524";"0"
"2016-10-31 22:46:00";"100";"10";"0";"0";"0";"159";"0";"0";"249";"128";"83";"0"
"2016-10-31 23:46:00";"110";"10";"1";"0";"0";"34";"0";"0";"347";"164";"203";"0"
"2016-11-01 00:46:00";"122";"6";"0";"0";"0";"258";"0";"0";"282";"82";"310";"0"
"2016-11-01 01:46:00";"119";"10";"0";"0";"0";"78";"0";"0";"465";"116";"219";"0"
"2016-11-01 02:46:00";"140";"10";"1";"0";"0";"284";"0";"0";"504";"134";"300";"0"
"2016-11-01 03:46:00";"112";"7";"0";"0";"0";"88";"0";"0";"219";"421";"57";"0"
"2016-11-01 04:46:00";"111";"10";"1";"0";"0";"107";"0";"0";"560";"83";"12";"0"
"2016-11-01 05:46:00";"88";"10";"0";"0";"0";"100";"0";"0";"181";"92";"110";"0"
"2016-11-01 06:46:00";"152";"10";"1";"0";"0";"15";"0";"0";"1064";"283";"74";"0"
"2016-11-01 07:46:00";"129";"7";"0";"0";"0";"46";"0";"0";"389";"524";"80";"0"
"2016-11-01 08:46:00";"119";"7";"1";"0";"0";"106";"0";"0";"267";"333";"179";"0"
"2016-11-01 09:46:00";"125";"6";"0";"0";"0";"63";"0";"0";"224";"170";"527";"0"
"2016-11-01 10:46:00";"133";"7";"1";"0";"0";"26";"0";"0";"166";"719";"194";"0"
"2016-11-01 11:46:00";"106";"6";"1";"0";"0";"66";"0";"0";"167";"182";"291";"0"
"2016-11-01 12:46:00";"153";"10";"1";"0";"0";"32";"0";"0";"894";"331";"211";"0"
"2016-11-01 13:46:00";"100";"10";"1";"0";"0";"37";"0";"0";"362";"128";"100";"0"
"2016-11-01 14:46:00";"115";"7";"0";"0";"0";"63";"0";"0";"156";"439";"165";"0"
"2016-11-01 15:46:00";"137";"6";"1";"0";"0";"139";"0";"0";"303";"284";"442";"0"
"2016-11-01 16:46:00";"147";"6";"1";"0";"0";"139";"0";"0";"356";"90";"757";"0"
"2016-11-01 17:46:00";"124";"6";"0";"0";"0";"27";"0";"0";"391";"120";"429";"0"
"2016-11-01 18:46:00";"88";"6";"0";"0";"0";"46";"0";"0";"34";"138";"265";"0"
"2016-11-01 19:46:00";"104";"6";"0";"0";"0";"120";"0";"0";"155";"51";"350";"0"
"2016-11-01 20:46:00";"92";"6";"0";"0";"0";"99";"0";"0";"62";"139";"228";"0"
"2016-11-01 21:46:00";"101";"10";"1";"0";"0";"72";"0";"0";"303";"145";"112";"0"
"2016-11-01 22:46:00";"107";"6";"1";"0";"0";"27";"0";"0";"252";"177";"257";"0"
"2016-11-01 23:46:00";"147";"6";"1";"0";"0";"85";"0";"0";"347";"162";"752";"0"
"2016-11-02 00:46:00";"77";"10";"0";"0";"0";"43";"0";"0";"148";"43";"140";"0"
"2016-11-02 01:46:00";"95";"10";"0";"0";"0";"31";"0";"0";"187";"157";"183";"0"
"2016-11-02 02:46:00";"100";"7";"0";"0";"0";"35";"0";"0";"130";"245";"221";"0"
"2016-11-02 03:46:00";"81";"16";"0";"0";"0";"176";"0";"0";"84";"53";"101";"0"
"2016-11-02 04:46:00";"81";"7";"0";"0";"0";"125";"0";"0";"76";"128";"80";"0"
"2016-11-02 05:46:00";"77";"6";"1";"0";"0";"60";"0";"0";"83";"95";"133";"0"
"2016-11-02 06:46:00";"122";"10";"0";"0";"0";"50";"0";"0";"459";"339";"84";"0"
"2016-11-02 07:46:00";"112";"7";"0";"0";"0";"146";"0";"0";"223";"332";"83";"0"
"2016-11-02 08:46:00";"116";"10";"1";"0";"0";"15";"0";"0";"460";"82";"285";"0"
"2016-11-02 09:46:00";"92";"7";"1";"0";"0";"59";"0";"0";"14";"273";"178";"0"
"2016-11-02 10:46:00";"104";"6";"0";"0";"0";"114";"0";"0";"34";"249";"280";"0"
"2016-11-02 11:46:00";"98";"16";"0";"0";"0";"209";"0";"0";"175";"20";"200";"0"
"2016-11-02 12:46:00";"96";"10";"1";"0";"0";"74";"0";"0";"262";"103";"140";"0"
"2016-11-02 13:46:00";"105";"10";"0";"0";"0";"96";"0";"0";"373";"94";"126";"0"
"2016-11-02 14:46:00";"130";"10";"1";"0";"0";"113";"0";"0";"634";"198";"110";"0"
"2016-11-02 15:46:00";"138";"6";"0";"0";"0";"27";"0";"0";"276";"119";"760";"0"
"2016-11-02 16:46:00";"123";"6";"1";"0";"0";"54";"0";"0";"134";"130";"626";"0"
"2016-11-02 17:46:00";"109";"16";"0";"0";"0";"240";"0";"0";"177";"164";"161";"0"
"2016-11-02 18:46:00";"106";"7";"0";"0";"0";"63";"0";"0";"201";"256";"182";"0"
"2016-11-02 19:46:00";"133";"6";"0";"0";"0";"262";"0";"0";"266";"99";"471";"0"
"2016-11-02 20:46:00";"94";"16";"1";"0";"0";"252";"0";"0";"107";"139";"57";"0"
"2016-11-02 21:46:00";"96";"16";"0";"0";"0";"224";"0";"0";"138";"98";"111";"0"
"2016-11-02 22:46:00";"101";"7";"1";"0";"0";"82";"0";"0";"229";"304";"19";"0"
"2016-11-02 23:46:00";"163";"7";"0";"0";"0";"185";"0";"0";"430";"768";"268";"0"
"2016-11-03 00:46:00";"58";"7";"1";"0";"0";"17";"0";"0";"28";"86";"81";"0"
"2016-11-03 01:46:00";"102";"6";"0";"0";"0";"66";"0";"0";"95";"202";"283";"0"
"2016-11-03 02:46:00";"105";"7";"0";"0";"0";"70";"0";"0";"130";"272";"218";"0"
"2016-11-03 03:46:00";"104";"6";"0";"0";"0";"59";"0";"0";"89";"154";"377";"0"
"2016-11-03 04:46:00";"115";"6";"0";"0";"0";"221";"0";"0";"216";"30";"364";"0"
"2016-11-03 05:46:00";"139";"6";"1";"0";"0";"146";"0";"0";"197";"200";"656";"0"
"2016-11-03 06:46:00";"129";"10";"0";"0";"0";"234";"0";"0";"390";"186";"227";"0"
"2016-11-03 07:46:00";"92";"6";"1";"0";"0";"125";"0";"0";"111";"103";"192";"0"
"2016-11-03 08:46:00";"124";"6";"0";"0";"0";"107";"0";"0";"190";"151";"509";"0"
"2016-11-03 09:46:00";"124";"7";"0";"0";"0";"85";"0";"0";"166";"429";"283";"0"
"2016-11-03 10:46:00";"111";"6";"1";"0";"0";"60";"0";"0";"120";"210";"377";"0"
"2016-11-03 11:46:00";"124";"7";"1";"0";"0";"231";"0";"0";"56";"407";"272";"0"
"2016-11-03 12:46:00";"92";"10";"0";"0";"0";"172";"0";"0";"257";"54";"40";"0"
"2016-11-03 13:46:00";"142";"6";"1";"0";"0";"84";"0";"0";"143";"480";"543";"0"
"2016-11-03 14:46:00";"156";"10";"0";"0";"0";"281";"0";"0";"648";"37";"561";"0"
"2016-11-03 15:46:00";"177";"6";"2";"0";"0";"16";"0";"0";"171";"59";"1705";"0"
"2016-11-03 16:46:00";"109";"6";"1";"0";"0";"121";"0";"0";"78";"197";"341";"0"
"2016-11-03 17:46:00";"110";"6";"0";"0";"0";"94";"0";"0";"148";"113";"398";"0"
"2016-11-03 18:46:00";"89";"6";"0";"0";"0";"90";"0";"0";"59";"42";"308";"0"
"2016-11-03 19:46:00";"120";"6";"1";"0";"0";"179";"0";"0";"266";"179";"280";"0"
"2016-11-03 20:46:00";"109";"10";"1";"0";"0";"152";"0";"0";"270";"213";"101";"0"
"2016-11-03 21:46:00";"102";"6";"0";"0";"0";"115";"0";"0";"128";"102";"304";"0"
"2016-11-03 22:46:00";"93";"10";"0";"0";"0";"127";"0";"0";"168";"118";"130";"0"
"2016-11-03 23:46:00";"104";"10";"0";"0";"0";"48";"0";"0";"293";"90";"243";"0"
"2016-11-04 00:46:00";"106";"7";"0";"0";"0";"136";"0";"0";"103";"248";"217";"0"
"2016-11-04 01:46:00";"98";"7";"0";"0";"0";"31";"0";"0";"69";"336";"164";"0"
"2016-11-04 02:46:00";"117";"6";"0";"0";"0";"91";"0";"0";"142";"233";"386";"0"
"2016-11-04 03:46:00";"103";"6";"0";"0";"0";"74";"0";"0";"213";"95";"278";"0"
"2016-11-04 04:46:00";"89";"10";"0";"0";"0";"25";"0";"0";"223";"60";"185";"0"
"2016-11-04 05:46:00";"108";"10";"0";"0";"0";"197";"0";"0";"363";"86";"87";"0"
"2016-11-04 06:46:00";"80";"10";"1";"0";"0";"21";"0";"0";"206";"84";"88";"0"
"2016-11-04 07:46:00";"123";"10";"0";"0";"0";"125";"0";"0";"478";"131";"208";"0"
"2016-11-04 08:46:00";"86";"6";"1";"0";"0";"13";"0";"0";"181";"73";"198";"0"
"2016-11-04 09:46:00";"107";"10";"1";"0";"0";"148";"0";"0";"361";"165";"38";"0"
"2016-11-04 10:46:00";"128";"10";"1";"0";"0";"188";"0";"0";"390";"242";"199";"0"
